Record #,Wrinkles,Scars,Shell Segments,Color,Fangs for some reason,Nostril Size,Miscellaneous Abnormalities,Weight
8326,2,3,10,green,no,normal,0,18.9lb
8327,2,1,12,green,no,normal,2,23.3lb
8328,3,1,10,green,no,unusually small,6,18.9lb
8329,2,3,10,green,no,normal,0,18.2lb
8330,1,0,10,green,no,normal,7,17.0lb
8331,0,1,9,green,no,normal,0,16.0lb
8332,2,0,9,green,no,normal,5,26.1lb
8333,0,5,6,green,no,normal,0,20.4lb
8334,3,6,8,gray,yes,normal,0,3.8lb
8335,2,4,13,grayish-green,no,normal,1,24.4lb
8336,5,2,10,green,no,normal,0,16.2lb
8337,0,2,6,green,no,normal,0,20.4lb
8338,3,6,10,grayish-green,no,unusually large,5,22.5lb
8339,2,2,14,grayish-green,no,unusually large,5,26.0lb
8340,0,2,10,green,no,unusually small,2,18.7lb
8341,0,2,6,green,no,normal,0,20.4lb
8342,0,5,6,green,no,normal,0,20.4lb
8343,2,3,10,green,no,normal,0,18.6lb
8344,2,0,11,grayish-green,no,normal,0,18.8lb
8345,2,4,12,green,no,normal,0,17.8lb
8346,2,3,11,green,no,normal,0,20.4lb
8347,3,0,13,green,no,normal,1,18.4lb
8348,4,3,10,green,no,normal,0,18.8lb
8349,0,2,6,green,no,normal,0,20.4lb
8350,3,4,9,green,no,normal,3,20.2lb
8351,0,4,11,grayish-green,no,normal,2,20.8lb
8352,6,2,11,green,no,normal,0,18.1lb
8353,2,7,10,grayish-green,no,normal,0,18.4lb
8354,5,3,13,grayish-green,no,unusually large,1,21.9lb
8355,2,1,11,green,no,normal,1,19.4lb
8356,2,1,9,green,no,normal,0,17.6lb
8357,3,5,9,grayish-green,no,normal,0,19.4lb
8358,0,2,6,green,no,normal,0,20.4lb
8359,8,2,9,gray,yes,normal,0,4.1lb
8360,6,2,9,grayish-green,no,normal,4,22.8lb
8361,0,4,6,green,no,normal,0,20.4lb
8362,0,3,6,green,no,normal,0,20.4lb
8363,1,4,10,grayish-green,no,normal,2,21.6lb
8364,2,2,10,grayish-green,no,normal,6,26.2lb
8365,10,6,13,greenish-gray,no,normal,0,29.8lb
8366,7,0,11,grayish-green,no,normal,0,19.5lb
8367,5,3,12,green,no,normal,1,18.2lb
8368,2,3,8,green,no,unusually large,0,15.5lb
8369,4,0,10,grayish-green,no,normal,4,28.3lb
8370,3,6,11,gray,yes,normal,2,5.2lb
8371,3,1,9,green,no,normal,0,14.4lb
8372,0,1,6,green,no,normal,0,20.4lb
8373,7,4,10,grayish-green,no,unusually large,0,23.4lb
8374,4,4,9,grayish-green,no,unusually small,1,20.4lb
8375,0,1,6,green,no,normal,0,20.4lb
8376,3,2,9,green,no,normal,1,18.4lb
8377,0,6,6,green,no,normal,0,20.4lb
8378,3,6,10,green,no,normal,3,27.7lb
8379,2,4,10,gray,yes,unusually large,0,4.8lb
8380,3,1,10,gray,yes,normal,1,5.7lb
8381,0,3,6,green,no,normal,0,20.4lb
8382,1,4,10,green,no,normal,6,26.5lb
8383,3,2,8,green,no,normal,0,15.6lb
8384,0,1,6,green,no,normal,0,20.4lb
8385,1,0,9,gray,yes,normal,6,4.6lb
8386,7,8,10,grayish-green,no,normal,2,25.5lb
8387,2,3,10,green,no,unusually large,3,20.5lb
8388,4,3,10,green,no,normal,3,18.5lb
8389,1,0,10,green,no,normal,0,17.8lb
8390,0,1,8,green,no,unusually large,1,18.4lb
8391,5,4,11,grayish-green,no,normal,0,20.0lb
8392,4,3,11,green,no,unusually large,0,18.2lb
8393,1,1,11,green,no,normal,0,21.2lb
8394,6,1,12,greenish-gray,no,normal,0,24.8lb
8395,3,1,10,gray,yes,unusually large,1,5.0lb
8396,3,1,10,green,no,normal,0,17.3lb
8397,1,0,10,green,no,normal,6,27.0lb
8398,1,6,11,grayish-green,no,normal,0,20.6lb
8399,5,3,9,grayish-green,no,normal,0,20.2lb
8400,4,1,10,green,no,normal,0,17.7lb
8401,5,3,10,green,no,normal,0,17.4lb
8402,2,1,10,gray,yes,normal,0,4.9lb
8403,1,2,9,green,no,unusually large,1,18.2lb
8404,4,2,8,green,no,normal,2,18.7lb
8405,6,5,12,green,no,unusually small,3,23.6lb
8406,4,3,10,green,no,normal,0,18.7lb
8407,0,2,6,green,no,normal,0,20.4lb
8408,2,3,8,green,no,normal,5,18.1lb
8409,0,1,6,green,no,normal,0,20.4lb
8410,2,6,10,green,no,normal,2,20.3lb
8411,5,3,11,green,no,normal,1,19.2lb
8412,3,3,9,gray,yes,unusually small,0,4.0lb
8413,5,4,9,green,no,normal,0,17.5lb
8414,2,3,9,green,no,unusually large,1,17.7lb
8415,0,2,6,green,no,normal,0,20.4lb
8416,3,3,11,green,no,normal,0,17.1lb
8417,1,1,10,green,no,unusually large,0,17.2lb
8418,2,2,11,green,no,normal,0,17.0lb
8419,5,5,12,green,no,normal,0,21.8lb
8420,3,2,11,green,no,normal,0,18.8lb
8421,5,2,13,grayish-green,no,unusually large,2,22.9lb
8422,5,4,9,green,no,unusually large,0,16.9lb
8423,2,2,10,green,no,unusually small,1,18.4lb
8424,0,2,6,green,no,normal,0,20.4lb
8425,7,3,10,greenish-gray,no,normal,1,27.7lb
8426,3,3,11,grayish-green,no,normal,0,17.4lb
8427,1,2,9,green,no,normal,3,18.1lb
8428,6,1,12,gray,yes,normal,7,6.3lb
8429,2,4,10,green,no,normal,0,19.9lb
8430,0,3,6,green,no,normal,0,20.4lb
8431,2,1,9,green,no,normal,4,20.6lb
8432,0,0,10,green,no,normal,0,17.7lb
8433,5,3,9,grayish-green,no,normal,0,17.8lb
8434,6,2,13,green,no,normal,0,19.8lb
8435,2,1,11,grayish-green,no,normal,4,26.1lb
8436,6,2,10,green,no,normal,3,24.1lb
8437,1,4,10,green,no,normal,0,18.8lb
8438,1,0,9,green,no,normal,1,16.0lb
8439,4,5,11,green,no,normal,2,18.8lb
8440,0,3,6,green,no,normal,0,20.4lb
8441,1,3,8,green,no,normal,2,17.1lb
8442,0,1,6,green,no,normal,0,20.4lb
8443,4,4,9,green,no,normal,0,17.7lb
8444,1,1,11,green,no,normal,2,19.3lb
8445,5,5,13,grayish-green,no,normal,0,25.9lb
8446,1,4,9,grayish-green,no,normal,3,20.5lb
8447,0,3,6,green,no,normal,0,20.4lb
8448,5,2,10,grayish-green,no,normal,6,31.6lb
8449,2,4,10,green,no,normal,1,16.3lb
8450,5,4,9,grayish-green,no,unusually large,2,22.1lb
8451,2,2,12,green,no,normal,0,21.0lb
8452,0,2,6,green,no,normal,0,20.4lb
8453,1,4,8,grayish-green,no,unusually large,0,17.3lb
8454,2,3,9,grayish-green,no,normal,5,24.9lb
8455,0,4,6,green,no,normal,0,20.4lb
8456,6,6,10,grayish-green,no,normal,0,21.2lb
8457,4,4,10,gray,yes,normal,2,4.9lb
8458,0,4,6,green,no,normal,0,20.4lb
8459,2,3,10,grayish-green,no,normal,0,20.1lb
8460,3,2,9,grayish-green,no,normal,1,20.9lb
8461,8,4,10,greenish-gray,no,normal,0,30.5lb
8462,0,4,6,green,no,normal,0,20.4lb
8463,2,3,9,green,no,normal,0,17.0lb
8464,0,1,6,green,no,normal,0,20.4lb
8465,0,3,6,green,no,normal,0,20.4lb
8466,0,6,6,green,no,normal,0,20.4lb
8467,5,3,10,green,no,normal,0,17.7lb
8468,3,3,10,green,no,normal,1,19.5lb
8469,2,2,9,green,no,normal,0,15.8lb
8470,0,4,6,green,no,normal,0,20.4lb
8471,2,4,8,green,no,normal,4,19.7lb
8472,4,3,10,gray,yes,normal,3,5.4lb
8473,1,4,9,green,no,normal,0,15.9lb
8474,1,0,9,green,no,normal,5,25.1lb
8475,3,2,10,green,no,unusually large,0,19.1lb
8476,3,0,10,grayish-green,no,unusually small,0,18.2lb
8477,0,0,7,green,no,unusually large,0,15.0lb
8478,2,6,12,gray,yes,normal,0,6.1lb
8479,2,1,9,green,no,normal,2,19.6lb
8480,2,2,11,green,no,normal,0,16.7lb
8481,2,3,12,green,no,normal,0,21.3lb
8482,7,2,13,greenish-gray,no,normal,1,25.9lb
8483,0,2,6,green,no,normal,0,20.4lb
8484,5,1,10,grayish-green,no,normal,1,20.7lb
8485,6,2,13,grayish-green,no,unusually large,6,32.2lb
8486,4,2,14,grayish-green,no,normal,0,23.0lb
8487,2,3,8,grayish-green,no,unusually large,1,18.0lb
8488,8,4,10,gray,yes,normal,0,4.7lb
8489,0,3,6,green,no,normal,0,20.4lb
8490,2,3,9,green,no,normal,0,17.5lb
8491,3,4,10,grayish-green,no,normal,0,17.5lb
8492,5,4,10,green,no,normal,0,21.1lb
8493,5,5,11,grayish-green,no,normal,1,24.1lb
8494,0,4,6,green,no,normal,0,20.4lb
8495,2,3,8,green,no,normal,8,19.9lb
8496,2,2,9,green,no,normal,4,19.5lb
8497,0,3,6,green,no,normal,0,20.4lb
8498,0,5,10,gray,yes,normal,2,5.3lb
8499,0,6,6,green,no,normal,0,20.4lb
8500,7,5,12,grayish-green,no,normal,2,28.4lb
8501,0,4,6,green,no,normal,0,20.4lb
8502,3,3,7,green,no,unusually large,0,15.8lb
8503,0,2,6,green,no,normal,0,20.4lb
8504,5,3,10,grayish-green,no,normal,1,20.3lb
8505,6,3,11,grayish-green,no,unusually large,0,20.6lb
8506,3,4,12,green,no,normal,3,22.7lb
8507,3,3,11,green,no,normal,1,17.6lb
8508,4,5,13,green,no,unusually large,0,20.1lb
8509,0,6,6,green,no,normal,0,20.4lb
8510,4,2,11,grayish-green,no,normal,1,20.0lb
8511,0,4,6,green,no,normal,0,20.4lb
8512,1,3,8,gray,yes,normal,4,3.7lb
8513,3,4,9,green,no,normal,2,19.4lb
8514,3,1,10,green,no,normal,2,17.4lb
8515,3,2,9,greenish-gray,no,normal,2,26.3lb
8516,3,2,10,green,no,normal,0,17.5lb
8517,3,5,10,green,no,normal,0,17.3lb
8518,0,3,10,green,no,normal,1,18.5lb
8519,6,2,11,grayish-green,no,normal,3,24.1lb
8520,0,6,6,green,no,normal,0,20.4lb
8521,5,3,11,gray,yes,normal,4,5.4lb
8522,1,3,9,green,no,normal,3,22.3lb
8523,0,1,6,green,no,normal,0,20.4lb
8524,5,2,12,green,no,normal,2,21.4lb
8525,0,1,10,green,no,normal,6,20.4lb
8526,3,2,9,green,no,unusually large,7,22.1lb
8527,7,7,11,gray,yes,normal,0,6.0lb
8528,1,3,10,green,no,normal,3,20.6lb
8529,5,7,8,grayish-green,no,unusually small,0,20.0lb
8530,5,1,10,green,no,normal,0,17.4lb
8531,6,4,9,green,no,normal,5,25.8lb
8532,0,1,11,green,no,normal,0,17.9lb
8533,1,3,11,grayish-green,no,normal,0,23.5lb
8534,2,3,7,grayish-green,no,normal,5,17.4lb
8535,2,1,11,green,no,unusually small,0,16.8lb
8536,0,4,9,grayish-green,no,normal,2,22.0lb
8537,0,6,6,green,no,normal,0,20.4lb
8538,3,5,10,green,no,normal,0,19.0lb
8539,0,2,6,green,no,normal,0,20.4lb
8540,1,2,9,gray,yes,normal,3,4.0lb
8541,1,1,8,green,no,normal,1,17.4lb
8542,2,1,12,grayish-green,no,unusually large,0,20.1lb
8543,0,1,6,green,no,normal,0,20.4lb
8544,2,5,8,green,no,normal,3,19.9lb
8545,2,3,9,grayish-green,no,normal,3,22.9lb
8546,0,5,6,green,no,normal,0,20.4lb
8547,2,3,8,grayish-green,no,unusually large,2,20.1lb
8548,5,6,11,gray,yes,normal,0,4.9lb
8549,0,5,6,green,no,normal,0,20.4lb
8550,4,3,10,green,no,normal,0,18.0lb
8551,1,3,9,green,no,normal,0,15.0lb
8552,0,2,11,green,no,normal,1,19.7lb
8553,1,4,10,green,no,normal,2,20.9lb
8554,0,3,9,green,no,normal,0,16.4lb
8555,0,5,6,green,no,normal,0,20.4lb
8556,9,3,11,grayish-green,no,normal,2,26.7lb
8557,2,4,10,grayish-green,no,normal,0,21.7lb
8558,4,2,11,green,no,unusually large,1,21.9lb
8559,0,1,6,green,no,normal,0,20.4lb
8560,2,2,9,green,no,unusually small,1,15.1lb
8561,0,5,6,green,no,normal,0,20.4lb
8562,3,2,13,green,no,normal,2,25.2lb
8563,1,2,12,grayish-green,no,unusually large,0,20.0lb
8564,1,2,13,green,no,normal,0,17.2lb
8565,2,3,8,green,no,normal,1,15.6lb
8566,3,1,9,green,no,normal,0,17.3lb
8567,0,5,6,green,no,normal,0,20.4lb
8568,2,2,10,green,no,unusually large,0,18.6lb
8569,3,2,11,green,no,normal,3,21.1lb
8570,0,6,6,green,no,normal,0,20.4lb
8571,6,6,13,greenish-gray,no,normal,0,25.8lb
8572,4,3,11,grayish-green,no,normal,7,30.1lb
8573,0,1,11,grayish-green,no,normal,0,18.9lb
8574,6,2,13,grayish-green,no,normal,1,26.2lb
8575,2,0,8,green,no,normal,0,15.9lb
8576,1,4,9,gray,yes,normal,3,3.8lb
8577,14,6,13,greenish-gray,no,normal,0,28.8lb
8578,4,1,11,green,no,normal,7,21.3lb
8579,5,1,8,grayish-green,no,normal,1,20.8lb
8580,0,4,10,green,no,normal,0,16.6lb
8581,0,1,10,gray,yes,unusually large,5,4.8lb
8582,3,2,11,grayish-green,no,normal,0,19.4lb
8583,6,4,11,grayish-green,no,normal,0,19.7lb
8584,3,1,11,green,no,normal,3,20.7lb
8585,2,2,8,gray,yes,normal,4,4.7lb
8586,3,1,11,green,no,normal,1,15.3lb
8587,2,3,10,green,no,normal,2,19.0lb
8588,0,6,6,green,no,normal,0,20.4lb
8589,6,1,9,green,no,normal,0,20.2lb
8590,5,4,11,green,no,normal,0,17.5lb
8591,6,3,11,grayish-green,no,normal,0,21.7lb
8592,2,1,7,green,no,normal,0,16.4lb
8593,12,6,12,grayish-green,no,normal,2,28.3lb
8594,3,3,11,grayish-green,no,normal,0,20.5lb
8595,1,1,11,green,no,normal,5,28.0lb
8596,5,4,10,grayish-green,no,normal,0,20.5lb
8597,4,1,11,green,no,unusually large,1,21.5lb
8598,9,3,14,gray,yes,normal,5,6.4lb
8599,0,4,6,green,no,normal,0,20.4lb
8600,1,6,10,gray,yes,normal,3,5.6lb
8601,3,3,12,green,no,normal,0,21.3lb
8602,3,0,13,green,no,normal,0,19.7lb
8603,2,1,11,grayish-green,no,unusually small,0,18.0lb
8604,1,2,8,grayish-green,no,normal,0,18.1lb
8605,5,4,11,grayish-green,no,normal,2,25.6lb
8606,0,3,6,green,no,normal,0,20.4lb
8607,5,4,11,grayish-green,no,normal,0,20.7lb
8608,5,5,12,grayish-green,no,normal,0,21.7lb
8609,5,4,13,gray,yes,normal,1,6.8lb
8610,1,3,10,green,no,normal,2,20.9lb
8611,3,2,12,grayish-green,no,normal,0,23.6lb
8612,3,1,10,green,no,normal,0,18.1lb
8613,3,3,9,green,no,normal,2,23.4lb
8614,2,2,12,green,no,normal,1,18.8lb
8615,3,0,12,green,no,normal,4,27.4lb
8616,1,1,8,green,no,normal,0,15.6lb
8617,1,0,10,green,no,normal,2,18.9lb
8618,1,3,10,green,no,normal,0,16.2lb
8619,0,6,6,green,no,normal,0,20.4lb
8620,1,5,9,green,no,normal,0,18.9lb
8621,4,3,9,grayish-green,no,normal,2,19.3lb
8622,5,6,9,grayish-green,no,normal,1,20.9lb
8623,0,3,9,gray,yes,normal,2,4.3lb
8624,2,2,11,green,no,unusually large,0,17.6lb
8625,3,2,9,green,no,normal,0,19.5lb
8626,4,2,10,grayish-green,no,normal,1,22.1lb
8627,0,2,6,green,no,normal,0,20.4lb
8628,4,3,14,gray,yes,normal,1,6.2lb
8629,2,0,11,green,no,normal,0,18.0lb
8630,4,2,10,green,no,normal,0,17.1lb
8631,5,1,10,gray,yes,normal,1,4.9lb
8632,5,3,10,grayish-green,no,unusually small,1,21.0lb
8633,2,2,10,green,no,normal,3,20.0lb
8634,0,2,8,green,no,normal,0,15.6lb
8635,2,1,11,green,no,unusually large,0,18.7lb
8636,3,3,10,green,no,unusually large,0,18.3lb
8637,3,0,9,grayish-green,no,unusually small,0,17.3lb
8638,4,2,9,green,no,normal,0,18.7lb
8639,2,3,10,green,no,normal,1,17.2lb
8640,4,1,11,green,no,unusually large,0,18.0lb
8641,3,1,10,green,no,normal,1,16.4lb
8642,7,2,11,grayish-green,no,unusually small,0,25.5lb
8643,2,2,10,grayish-green,no,unusually small,0,20.0lb
8644,2,2,9,grayish-green,no,normal,3,21.1lb
8645,0,1,9,green,no,normal,1,17.0lb
8646,5,4,9,grayish-green,no,normal,0,17.5lb
8647,2,3,9,green,no,normal,5,19.6lb
8648,9,1,9,green,no,normal,1,22.5lb
8649,5,4,9,grayish-green,no,normal,2,23.3lb
8650,2,2,12,gray,yes,unusually small,4,5.6lb
8651,5,2,9,green,no,normal,0,16.5lb
8652,0,1,6,green,no,normal,0,20.4lb
8653,6,2,11,grayish-green,no,normal,0,22.1lb
8654,3,3,8,green,no,normal,1,20.2lb
8655,2,1,9,gray,yes,normal,1,4.8lb
8656,2,3,11,grayish-green,no,normal,5,28.9lb
8657,5,2,8,green,no,normal,0,16.6lb
8658,0,6,6,green,no,normal,0,20.4lb
8659,3,2,8,gray,yes,normal,2,4.1lb
8660,4,0,9,green,no,normal,5,16.3lb
8661,1,3,10,green,no,normal,4,18.4lb
8662,4,3,10,grayish-green,no,normal,1,19.3lb
8663,4,4,12,green,no,normal,0,18.1lb
8664,4,5,10,grayish-green,no,unusually small,1,23.2lb
8665,1,1,9,green,no,normal,0,16.9lb
8666,2,1,8,green,no,normal,0,16.4lb
8667,5,4,9,grayish-green,no,unusually large,0,17.7lb
8668,3,2,9,green,no,normal,0,17.8lb
8669,4,3,13,grayish-green,no,normal,2,23.7lb
8670,4,4,13,grayish-green,no,normal,0,20.1lb
8671,9,1,10,gray,yes,normal,3,4.9lb
8672,3,2,11,green,no,normal,0,20.6lb
8673,7,5,12,green,no,normal,3,23.5lb
8674,9,6,11,grayish-green,no,normal,1,26.6lb
8675,2,5,12,green,no,normal,0,20.8lb
8676,0,1,6,green,no,normal,0,20.4lb
8677,6,5,13,green,no,normal,1,23.4lb
8678,2,1,10,green,no,normal,1,22.0lb
8679,2,1,12,grayish-green,no,normal,3,24.9lb
8680,1,3,8,green,no,normal,1,17.8lb
8681,0,3,8,green,no,normal,0,16.8lb
8682,2,5,8,gray,yes,normal,1,3.9lb
8683,11,6,11,greenish-gray,no,normal,0,24.6lb
8684,0,2,6,green,no,normal,0,20.4lb
8685,2,2,10,green,no,normal,0,16.3lb
8686,2,3,10,grayish-green,no,normal,0,17.1lb
8687,3,1,11,gray,yes,normal,6,5.2lb
8688,3,3,12,grayish-green,no,normal,1,20.9lb
8689,3,3,10,grayish-green,no,normal,0,21.2lb
8690,2,3,8,gray,yes,normal,1,4.2lb
8691,3,2,10,green,no,unusually small,4,19.6lb
8692,5,2,13,grayish-green,no,normal,0,22.1lb
8693,0,5,6,green,no,normal,0,20.4lb
8694,0,4,6,green,no,normal,0,20.4lb
8695,0,2,6,green,no,normal,0,20.4lb
8696,2,5,10,green,no,normal,2,19.0lb
8697,0,4,6,green,no,normal,0,20.4lb
8698,1,0,10,gray,yes,normal,0,4.5lb
8699,0,5,6,green,no,normal,0,20.4lb
8700,1,4,11,green,no,normal,0,17.9lb
8701,10,2,12,grayish-green,no,normal,2,23.2lb
8702,0,2,10,green,no,normal,0,16.3lb
8703,3,1,9,gray,yes,unusually small,0,4.7lb
8704,0,1,6,green,no,normal,0,20.4lb
8705,5,5,10,greenish-gray,no,normal,2,25.8lb
8706,4,1,10,grayish-green,no,unusually large,0,22.2lb
8707,1,2,8,green,no,normal,3,18.6lb
8708,5,2,8,grayish-green,no,normal,2,21.5lb
8709,0,5,6,green,no,normal,0,20.4lb
8710,1,2,12,green,no,normal,0,18.6lb
8711,0,3,6,green,no,normal,0,20.4lb
8712,4,3,10,grayish-green,no,unusually small,0,19.5lb
8713,2,2,10,green,no,normal,0,16.9lb
8714,2,5,11,gray,yes,unusually large,0,5.4lb
8715,2,1,11,green,no,normal,0,16.6lb
8716,5,3,10,green,no,normal,0,20.6lb
8717,3,3,13,green,no,normal,2,20.4lb
8718,2,1,11,green,no,normal,5,21.6lb
8719,0,1,6,green,no,normal,0,20.4lb
8720,0,4,6,green,no,normal,0,20.4lb
8721,2,3,8,gray,yes,unusually large,1,3.7lb
8722,5,0,9,green,no,normal,3,18.2lb
8723,3,5,9,green,no,normal,3,20.5lb
8724,2,2,10,green,no,normal,4,17.5lb
8725,6,3,10,green,no,normal,1,20.3lb
8726,3,6,11,gray,yes,normal,0,5.7lb
8727,4,0,11,grayish-green,no,normal,0,21.7lb
8728,6,3,10,gray,yes,normal,0,5.2lb
8729,6,2,11,green,no,normal,0,18.6lb
8730,0,5,6,green,no,normal,0,20.4lb
8731,5,2,10,green,no,normal,3,23.2lb
8732,5,1,9,gray,yes,normal,0,4.3lb
8733,0,5,6,green,no,normal,0,20.4lb
8734,2,4,10,green,no,normal,1,17.4lb
8735,2,1,9,green,no,normal,0,18.3lb
8736,0,2,8,green,no,normal,0,16.0lb
8737,5,4,9,grayish-green,no,normal,0,19.6lb
8738,4,2,9,green,no,normal,0,18.3lb
8739,5,3,11,grayish-green,no,normal,0,20.8lb
8740,5,3,10,green,no,unusually large,2,21.3lb
8741,5,5,10,grayish-green,no,normal,0,21.7lb
8742,0,1,6,green,no,normal,0,20.4lb
8743,1,3,8,green,no,normal,0,16.0lb
8744,1,1,10,green,no,unusually large,3,23.4lb
8745,3,3,10,grayish-green,no,normal,2,19.1lb
8746,3,3,8,grayish-green,no,normal,0,16.5lb
8747,6,4,12,grayish-green,no,normal,0,26.8lb
8748,3,5,10,grayish-green,no,normal,2,23.3lb
8749,7,6,14,grayish-green,no,normal,2,27.8lb
8750,0,2,6,green,no,normal,0,20.4lb
8751,4,4,11,grayish-green,no,unusually large,3,27.2lb
8752,2,4,9,green,no,unusually large,0,15.9lb
8753,5,1,10,green,no,unusually small,0,20.9lb
8754,5,0,13,grayish-green,no,normal,2,23.4lb
8755,0,6,6,green,no,normal,0,20.4lb
8756,4,4,11,gray,yes,normal,3,5.9lb
8757,3,4,9,green,no,normal,0,15.5lb
8758,0,1,6,green,no,normal,0,20.4lb
8759,0,1,6,green,no,normal,0,20.4lb
8760,0,0,11,green,no,unusually small,6,26.0lb
8761,0,4,6,green,no,normal,0,20.4lb
8762,1,3,10,grayish-green,no,normal,2,18.2lb
8763,0,3,6,green,no,normal,0,20.4lb
8764,0,3,6,green,no,normal,0,20.4lb
8765,6,4,12,greenish-gray,no,normal,0,28.0lb
8766,1,2,11,grayish-green,no,normal,5,27.5lb
8767,3,3,9,green,no,normal,0,16.9lb
8768,3,2,10,green,no,normal,2,18.2lb
8769,2,1,12,green,no,normal,0,19.8lb
8770,4,0,12,grayish-green,no,normal,0,21.4lb
8771,4,3,8,green,no,unusually large,2,23.3lb
8772,2,4,8,green,no,normal,1,17.7lb
8773,0,1,6,green,no,normal,0,20.4lb
8774,2,2,10,gray,yes,normal,1,5.1lb
8775,2,3,8,green,no,normal,0,14.6lb
8776,0,2,9,gray,yes,unusually large,0,3.9lb
8777,0,3,6,green,no,normal,0,20.4lb
8778,0,6,6,green,no,normal,0,20.4lb
8779,9,5,14,greenish-gray,no,normal,4,32.2lb
8780,2,1,9,green,no,normal,0,18.6lb
8781,0,3,6,green,no,normal,0,20.4lb
8782,1,4,12,green,no,unusually large,0,16.1lb
8783,2,1,9,gray,yes,normal,4,3.8lb
8784,2,1,9,gray,yes,unusually large,0,4.9lb
8785,5,2,13,grayish-green,no,normal,1,21.8lb
8786,3,2,11,green,no,normal,0,17.3lb
8787,2,1,9,green,no,normal,2,19.4lb
8788,3,1,10,green,no,normal,5,23.8lb
8789,0,3,6,green,no,normal,0,20.4lb
8790,2,2,9,grayish-green,no,normal,5,19.2lb
8791,2,0,9,green,no,unusually small,3,21.4lb
8792,1,4,9,green,no,unusually small,0,17.7lb
8793,1,4,11,green,no,normal,0,16.6lb
8794,2,1,8,green,no,normal,5,21.8lb
8795,0,4,6,green,no,normal,0,20.4lb
8796,4,3,11,green,no,normal,1,16.4lb
8797,5,4,11,green,no,normal,0,20.2lb
8798,1,3,11,green,no,normal,1,18.9lb
8799,7,7,13,grayish-green,no,normal,0,23.3lb
8800,0,2,12,green,no,normal,0,17.4lb
8801,4,3,11,grayish-green,no,normal,0,21.5lb
8802,0,3,10,grayish-green,no,normal,0,17.7lb
8803,4,0,11,green,no,normal,2,20.5lb
8804,3,1,9,gray,yes,normal,0,4.2lb
8805,4,3,13,gray,yes,normal,0,6.1lb
8806,1,3,11,grayish-green,no,unusually large,0,21.1lb
8807,0,1,6,green,no,normal,0,20.4lb
8808,4,2,9,green,no,normal,1,20.5lb
8809,4,1,9,green,no,normal,0,18.9lb
8810,1,4,10,green,no,unusually small,1,16.8lb
8811,3,2,10,green,no,normal,0,16.5lb
8812,7,2,11,green,no,unusually small,4,18.7lb
8813,2,2,9,green,no,normal,0,16.2lb
8814,4,3,9,green,no,normal,1,19.2lb
8815,0,4,6,green,no,normal,0,20.4lb
8816,5,4,12,green,no,unusually large,0,21.5lb
8817,4,1,12,green,no,normal,0,19.7lb
8818,0,1,6,green,no,normal,0,20.4lb
8819,0,2,8,green,no,normal,2,18.5lb
8820,0,4,10,green,no,normal,0,19.0lb
8821,0,1,6,green,no,normal,0,20.4lb
8822,2,1,11,green,no,normal,0,18.6lb
8823,3,3,10,green,no,normal,1,17.8lb
8824,0,4,6,green,no,normal,0,20.4lb
8825,0,4,6,green,no,normal,0,20.4lb
8826,3,2,10,green,no,normal,0,17.9lb
8827,6,4,13,gray,yes,normal,1,5.7lb
8828,1,2,12,gray,yes,normal,0,4.8lb
8829,10,4,13,greenish-gray,no,normal,1,34.9lb
8830,3,4,10,green,no,normal,0,17.4lb
8831,6,4,9,gray,yes,normal,0,4.8lb
8832,0,2,6,green,no,normal,0,20.4lb
8833,2,2,9,grayish-green,no,normal,0,18.2lb
8834,4,5,9,gray,yes,normal,1,4.0lb
8835,5,3,10,green,no,normal,1,18.2lb
8836,0,2,6,green,no,normal,0,20.4lb
8837,7,5,12,green,no,normal,0,21.7lb
8838,2,1,10,grayish-green,no,normal,0,18.3lb
8839,6,2,11,green,no,unusually large,1,21.1lb
8840,2,3,9,green,no,unusually large,2,18.6lb
8841,4,1,9,green,no,normal,2,20.4lb
8842,1,4,11,green,no,normal,0,19.4lb
8843,0,6,6,green,no,normal,0,20.4lb
8844,0,6,6,green,no,normal,0,20.4lb
8845,3,3,8,green,no,normal,5,22.0lb
8846,3,0,9,grayish-green,no,normal,0,21.9lb
8847,5,1,13,green,no,unusually small,2,26.1lb
8848,3,3,9,green,no,normal,0,19.6lb
8849,3,4,11,green,no,normal,1,22.7lb
8850,1,0,8,green,no,normal,0,16.1lb
8851,5,2,10,grayish-green,no,normal,0,22.0lb
8852,1,5,8,gray,yes,normal,1,4.0lb
8853,12,2,13,grayish-green,no,normal,2,32.2lb
8854,7,3,11,grayish-green,no,normal,4,26.0lb
8855,6,2,10,grayish-green,no,normal,1,19.9lb
8856,2,3,10,gray,yes,normal,1,5.0lb
8857,8,6,11,greenish-gray,no,normal,1,28.5lb
8858,6,4,10,green,no,normal,6,27.7lb
8859,3,2,13,grayish-green,no,normal,0,22.6lb
8860,2,0,10,green,no,normal,0,17.2lb
8861,4,0,10,green,no,normal,0,17.7lb
8862,0,2,12,green,no,normal,0,20.3lb
8863,6,2,12,green,no,normal,7,25.1lb
8864,0,2,6,green,no,normal,0,20.4lb
8865,1,4,9,green,no,normal,0,14.9lb
8866,2,5,7,green,no,normal,0,15.7lb
8867,0,3,6,green,no,normal,0,20.4lb
8868,4,3,9,grayish-green,no,normal,0,21.9lb
8869,0,1,6,green,no,normal,0,20.4lb
8870,0,5,6,green,no,normal,0,20.4lb
